3	15	1100100                       1101100                       
4	15	110011000                     110011100                     
5	15	11001001100010011001000       11001001110010011001000       
6	15	11100011000                   11100111000                   
7	15	10011001000                   10011001100                   
8	15	10110010100110100100          10110110100110100100          
9	15	10101101010010100             10101101011010100             
10	15	1100100                       1101100                       
11	15	1011010010100                 1011010110100                 
12	15	11100011000                   11100111000                   
13	15	1100101100100110100           1001101100101100110           
14	15	10011001000                   10011001100                   
1	16	11100011000                   11100111000                   
2	16	11100011000                   11100111000                   
3	16	10110100100                   10110110100                   
4	16	11000                         11100                         
5	16	10101101010010100             10101101011010100             
6	16	11100011000                   11100111000                   
7	16	11100011000                   11100111000                   
9	16	11000                         11100                         
10	16	1011010010100                 1011010110100                 
11	16	1001100100011001000           1101100100011001000           
12	16	11100011000                   11100111000                   
13	16	11100011000                   11100111000                   
14	16	11000                         11100                         
15	16	11001001100010011001000       11001001110010011001000       
1	17	1100100                       1101100                       
2	17	10110100100                   10110110100                   
3	17	10100                         10110                         
4	17	1100100                       1101100                       
5	17	11100011000                   11100111000                   
6	17	1101001100100                 1100101100100                 
7	17	110001001000                  110001101000                  
8	17	1100100                       1101100                       
9	17	11100011000                   11100111000                   
10	17	11100011000                   11100111000                   
11	17	1100100                       1101100                       
12	17	10100110100111000101000       10100110100110100101000       
13	17	10100                         10110                         
14	17	110001000                     110011000                     
15	17	1100100                       1101100                       
16	17	11100011000                   11100111000                   
1	18	10011001000                   10011001100                   
2	18	10100                         10110                         
3	18	1100100                       1101100                       
4	18	10011001000                   10011001100                   
5	18	11100011000                   11100111000                   
6	18	1100100                       1101100                       
7	18	10100                         10110                         
8	18	10011001000                   10011001100                   
10	18	1100100                       1101100                       
11	18	10100100                      10110100                      
12	18	10100                         10110                         
13	18	1100100                       1101100                       
14	18	1011010010100                 1011010110100                 
15	18	10011001000                   10011001100                   
16	18	11100011000                   11100111000                   
17	18	1100100                       1101100                       
1	19	11000                         11100                         
2	19	10100100                      10110100                      
3	19	10110100100                   10110110100                   
4	19	110001000                     110011000                     
5	19	10100100                      10110100                      
6	19	11000                         11100                         
7	19	10011001000                   10011001100                   
8	19	10101101010010100             10101101011010100             
9	19	10110100100                   10110110100                   
10	19	10100100                      10110100                      
11	19	11000                         11100                         
12	19	10110100100                   10110110100                   
13	19	10100100                      10110100                      
14	19	10110100100                   10110110100                   
15	19	10101101010010100             10101101011010100             
16	19	11000                         11100                         
17	19	10110100100                   10110110100                   
18	19	10100100                      10110100                      
1	20	1110001110001000              1110001110011000              
2	20	10101101010010100             10101101011010100             
3	20	1011010010100                 1011010110100                 
4	20	1100100                       1101100                       
5	20	10110100100                   10110110100                   
6	20	11100011000                   11100111000                   
7	20	10101101010010100             10101101011010100             
8	20	10110100100                   10110110100                   
9	20	1101001100100                 1100101100100                 
11	20	1100100                       1101100                       
12	20	10101101010010100             10101101011010100             
13	20	110011000100110001000         110010001100110001000         
14	20	10101101010010100             10101101011010100             
15	20	11001001100010011001000       11001001110010011001000       
16	20	10110100100                   10110110100                   
17	20	11100011000                   11100111000                   
18	20	1100100                       1101100                       
19	20	10110100100                   10110110100                   
1	21	11100011000                   11100111000                   
2	21	1011010010100                 1011010110100                 
3	21	10100100                      10110100                      
4	21	11000                         11100                         
5	21	1000110011000                 1101110011001                 
6	21	11100011000                   11100111000                   
7	21	11100011000                   11100111000                   
8	21	100110010011001000            110110010011001000            
9	21	11000                         11100                         
10	21	10101101010010100             10101101011010100             
11	21	10100100                      10110100                      
12	21	11100011000                   11100111000                   
13	21	10100010010001000             10100110010001000             
14	21	11000                         11100                         
15	21	10011001000                   10011001100                   
16	21	11011001001100100             11011001101100100             
17	21	11100011000                   11100111000                   
18	21	11100011000                   11100111000                   
19	21	11000                         11100                         
20	21	1011010010100                 1011010110100                 
1	22	110001000                     110011000                     
2	22	10101101010010100             10101101011010100             
3	22	1100100                       1101100                       
4	22	1010001001000                 1010011001000                 
5	22	10100100                      10110100                      
6	22	110011000                     110011100                     
7	22	1101001100100                 1100101100100                 
8	22	10100                         10110                         
9	22	10110010100110100100          10110110100110100100          
10	22	1100100                       1101100                       
12	22	10101101010010100             10101101011010100             
13	22	10100                         10110                         
14	22	110001000                     110011000                     
15	22	110011000                     110011100                     
16	22	10101101010010100             10101101011010100             
17	22	1100100                       1101100                       
18	22	10100                         10110                         
19	22	110001000                     110011000                     
20	22	1101001100100                 1100101100100                 
21	22	10100100                      10110100                      
1	23	11000110001000                11000110011100                
2	23	10100                         10110                         
3	23	110011000                     110011100                     
4	23	11100011000                   11100111000                   
5	23	11100011000                   11100111000                   
6	23	1011010010100                 1011010110100                 
7	23	10100                         10110                         
8	23	110001000                     110011000                     
9	23	1010010001001000              1001010001001000              
10	23	11100011000                   11100111000                   
11	23	1011010010100                 1011010110100                 
12	23	10100                         10110                         
13	23	110001000                     110011000                     
14	23	11011001001100100             11011001101100100             
15	23	11100011000                   11100111000                   
16	23	11100011000                   11100111000                   
17	23	10100                         10110                         
18	23	10011001000                   10011001100                   
19	23	10110100100                   10110110100                   
20	23	11000110001000                11000110011100                
21	23	11100011000                   11100111000                   
22	23	10100                         10110                         
1	24	1100100                       1101100                       
2	24	10111010001001000             10111010001101000             
3	24	10110100100                   10110110100                   
4	24	1100100                       1101100                       
5	24	11100011000                   11100111000                   
6	24	11000                         11100                         
7	24	1100010010001001000           1100010110001001000           
8	24	1100100                       1101100                       
9	24	11011001001100100             11011001101100100             
10	24	10101101010010100             10101101011010100             
11	24	1100100                       1101100                       
13	24	10101101010010100             10101101011010100             
14	24	10110100100                   10110110100                   
15	24	1100100                       1101100                       
16	24	11000                         11100                         
17	24	10110100100                   10110110100                   
18	24	1100100                       1101100                       
19	24	10111010001001000             10111010001101000             
20	24	10101101010010100             10101101011010100             
21	24	11000                         11100                         
22	24	1100100                       1101100                       
23	24	1011010010100                 1011010110100                 
1	25	11001100011001000             11101100011001000             
2	25	10110100100                   10110110100                   
3	25	1100100                       1101100                       
4	25	10011001000                   10011001100                   
5	25	10110100100                   10110110100                   
6	25	1100100                       1101100                       
7	25	10101101010010100             10101101011010100             
8	25	10110100100                   10110110100                   
9	25	1000110011000                 1101110011001                 
10	25	1100100                       1101100                       
11	25	110100011010001000            110100011001001000            
12	25	10110010100110100100          10110110100110100100          
13	25	1100100                       1101100                       
14	25	11000100111001000             11001100111001000             
15	25	10011001000                   10011001100                   
16	25	10110100100                   10110110100                   
17	25	1100100                       1101100                       
18	25	1000110011000                 1101110011001                 
19	25	10110100100                   10110110100                   
20	25	1100100                       1101100                       
21	25	10110100100                   10110110100                   
22	25	1110001110001000              1110001110011000              
23	25	1010010001001000              1001010001001000              
24	25	1100100                       1101100                       
1	26	11100011000                   11100111000                   
2	26	101011010010100100            101001011010100100            
3	26	10100100                      10110100                      
4	26	11000                         11100                         
5	26	110001000                     110011000                     
6	26	11100011000                   11100111000                   
7	26	10011001000                   10011001100                   
8	26	10110010100110100100          10110110100110100100          
9	26	11000                         11100                         
10	26	10011001000                   10011001100                   
11	26	10100100                      10110100                      
12	26	11100011000                   11100111000                   
14	26	11000                         11100                         
15	26	10101101010010100             10101101011010100             
16	26	11001001100010011001000       11001001110010011001000       
17	26	11100011000                   11100111000                   
18	26	10011001000                   10011001100                   
19	26	11000                         11100                         
20	26	11000100111001000             11001100111001000             
21	26	10011001000                   10011001100                   
22	26	10101101010010100             10101101011010100             
23	26	11100011000                   11100111000                   
24	26	11000                         11100                         
25	26	10011001000                   10011001100                   
1	27	11100011000                   11100111000                   
2	27	11100011000                   11100111000                   
3	27	10100                         10110                         
4	27	1100100                       1101100                       
5	27	10100100                      10110100                      
6	27	11100011000                   11100111000                   
7	27	11100011000                   11100111000                   
8	27	10100                         10110                         
9	27	10110100100                   10110110100                   
10	27	10100100                      10110100                      
11	27	1100100                       1101100                       
12	27	11100011000                   11100111000                   
13	27	10100                         10110                         
14	27	10110100100                   10110110100                   
15	27	10111010001001000             10111010001101000             
16	27	10110010011001001000          10010011011001001000          
17	27	11100011000                   11100111000                   
18	27	1100100                       1101100                       
19	27	10101101010010100             10101101011010100             
20	27	10110100100                   10110110100                   
21	27	10100100                      10110100                      
22	27	1001100100011001000           1101100100011001000           
23	27	10100                         10110                         
24	27	11100011000                   11100111000                   
25	27	1100100                       1101100                       
26	27	10100100                      10110100                      
1	28	1110011000110001000           1100011001110001000           
2	28	10100                         10110                         
3	28	1011010010100                 1011010110100                 
4	28	11100011000                   11100111000                   
5	28	11100011000                   11100111000                   
6	28	10110010100110100100          10110110100110100100          
7	28	10100                         10110                         
8	28	10110100100                   10110110100                   
9	28	11100011000                   11100111000                   
10	28	11100011000                   11100111000                   
11	28	1011010010100                 1011010110100                 
12	28	10100                         10110                         
13	28	110001000                     110011000                     
15	28	11100011000                   11100111000                   
16	28	11100011000                   11100111000                   
17	28	10100                         10110                         
18	28	1101110010001000              1101110110001000              
19	28	10110100100                   10110110100                   
20	28	11100011000                   11100111000                   
21	28	11100011000                   11100111000                   
22	28	10100                         10110                         
23	28	11011001001100100             11011001101100100             
24	28	10110100100                   10110110100                   
25	28	1110011000110001000           1100011001110001000           
26	28	11100011000                   11100111000                   
27	28	10100                         10110                         
1	29	11000                         11100                         
2	29	10110010100110100100          10110110100110100100          
3	29	1100100                       1101100                       
4	29	10011001000                   10011001100                   
5	29	11100011000                   11100111000                   
6	29	11000                         11100                         
7	29	110100011010001000            110100011001001000            
8	29	10011001000                   10011001100                   
9	29	1000110011000                 1101110011001                 
10	29	1100100                       1101100                       
11	29	11000                         11100                         
12	29	10011001000                   10011001100                   
13	29	10101101010010100             10101101011010100             
14	29	10100100                      10110100                      
15	29	10011001000                   10011001100                   
16	29	11000                         11100                         
17	29	1100100                       1101100                       
18	29	10101101010010100             10101101011010100             
19	29	10100100                      10110100                      
20	29	10101101010010100             10101101011010100             
21	29	11000                         11100                         
22	29	10100100                      10110100                      
23	29	10011001000                   10011001100                   
24	29	1100100                       1101100                       
25	29	10101101010010100             10101101011010100             
26	29	11000                         11100                         
27	29	11100011000                   11100111000                   
28	29	10110010100110100100          10110110100110100100          
1	30	10110100100                   10110110100                   
2	30	1011010010010100100           1011010010110100100           
3	30	10110100100                   10110110100                   
4	30	1101110010001000              1101110110001000              
5	30	10100100                      10110100                      
6	30	10110100100                   10110110100                   
7	30	10011001000                   10011001100                   
8	30	1100100110001001000           1100100111001001000           
9	30	10110100100                   10110110100                   
10	30	1011010010010100100           1011010010110100100           
11	30	11011001001100100             11011001101100100             
12	30	10110100100                   10110110100                   
13	30	10100100                      10110100                      
14	30	10110100100                   10110110100                   
16	30	1001100100011001000           1101100100011001000           
17	30	10110100100                   10110110100                   
18	30	10011001000                   10011001100                   
19	30	1101001100100                 1100101100100                 
20	30	10110100100                   10110110100                   
21	30	10100100                      10110100                      
22	30	1010001001000                 1010011001000                 
23	30	10110100100                   10110110100                   
24	30	10101101010010100             10101101011010100             
25	30	10110100100                   10110110100                   
26	30	101101011010010100            101101001011010100            
27	30	1100100110001001000           1100100111001001000           
28	30	10110100100                   10110110100                   
29	30	10100100                      10110100                      
1	31	1100100                       1101100                       
2	31	10101101010010010100100       10101101101010010100100       
3	31	10101101010010100             10101101011010100             
4	31	1100100                       1101100                       
5	31	110001000                     110011000                     
6	31	11100011000                   11100111000                   
7	31	11001001100010011001000       11001001110010011001000       
8	31	1100100                       1101100                       
9	31	11000                         11100                         
10	31	110001000                     110011000                     
11	31	1100100                       1101100                       
12	31	10110010100110100100          10110110100110100100          
13	31	1100101100100110100           1001101100101100110           
14	31	11000                         11100                         
15	31	1100100                       1101100                       
16	31	10110100100                   10110110100                   
17	31	11100011000                   11100111000                   
18	31	1100100                       1101100                       
19	31	11000                         11100                         
20	31	10101101010010100             10101101011010100             
21	31	1000110011000                 1101110011001                 
22	31	1100100                       1101100                       
23	31	110001000                     110011000                     
24	31	11000                         11100                         
25	31	1100100                       1101100                       
26	31	1011101000101000              1011001001101000              
27	31	10110100100                   10110110100                   
28	31	11100011000                   11100111000                   
29	31	1100100                       1101100                       
30	31	10110100100                   10110110100                   
1	32	11100011000                   11100111000                   
2	32	10101101010010100             10101101011010100             
3	32	1100100                       1101100                       
4	32	110001000                     110011000                     
5	32	10110010100110100100          10110110100110100100          
6	32	1100100                       1101100                       
7	32	11100011000                   11100111000                   
8	32	10100                         10110                         
9	32	10101101010010100             10101101011010100             
10	32	1100100                       1101100                       
11	32	10110010100110100100          10110110100110100100          
12	32	11100011000                   11100111000                   
13	32	1100100                       1101100                       
14	32	10110100100                   10110110100                   
15	32	10011001000                   10011001100                   
17	32	1100100                       1101100                       
18	32	10100                         10110                         
19	32	10101101010010100             10101101011010100             
20	32	1100100                       1101100                       
21	32	110011000                     110011100                     
22	32	110001000                     110011000                     
23	32	10100                         10110                         
24	32	1100100                       1101100                       
25	32	10110100100                   10110110100                   
26	32	110001000                     110011000                     
27	32	1100100                       1101100                       
28	32	10100                         10110                         
29	32	11100011000                   11100111000                   
30	32	1101001100100                 1100101100100                 
31	32	1100100                       1101100                       
1	33	10110011010001001000          10110011011001001000          
2	33	10100                         10110                         
3	33	1011010010100                 1011010110100                 
4	33	110011000                     110011100                     
5	33	10101101010010100             10101101011010100             
6	33	1010001001000                 1011001001000                 
7	33	10100                         10110                         
8	33	1011010010100                 1011010110100                 
9	33	1101001100100                 1100101100100                 
10	33	1110001110001000              1110001110011000              
11	33	101101011010010100            101101001010110100            
12	33	10100                         10110                         
13	33	110011000                     110011100                     
14	33	11011001001100100             11011001101100100             
15	33	1110011100011000              1110001110011000              
16	33	1011010010100                 1011010110100                 
17	33	10100                         10110                         
18	33	11000110001000                11000110011100                
19	33	1010001001000                 1011001001000                 
20	33	1110001110001000              1110001110011000              
21	33	1011010010100                 1011010110100                 
22	33	10100                         10110                         
23	33	11000110001000                11000110011100                
24	33	11011001001100100             11011001101100100             
25	33	100110010001001000            100110010011001000            
26	33	1110001110001000              1110001110011000              
27	33	10100                         10110                         
28	33	100110010011001000            110110010011001000            
29	33	1011010010100                 1011010110100                 
30	33	110011000100110001000         110010001100110001000         
31	33	110011000                     110011100                     
32	33	10100                         10110                         
1	34	11000                         11100                         
2	34	1011010010100                 1011010110100                 
3	34	10100100                      10110100                      
4	34	1100100                       1101100                       
5	34	11100011000                   11100111000                   
6	34	11000                         11100                         
7	34	10011001000                   10011001100                   
8	34	10110100100                   10110110100                   
9	34	10110010100110100100          10110110100110100100          
10	34	11100011000                   11100111000                   
11	34	1100100                       1101100                       
12	34	10110010100110100100          10110110100110100100          
13	34	10110010011001001000          10010011011001001000          
14	34	1000110011000                 1101110011001                 
15	34	11100011000                   11100111000                   
16	34	11000                         11100                         
18	34	1100100                       1101100                       
19	34	10100100                      10110100                      
20	34	1011010010100                 1011010110100                 
21	34	11000                         11100                         
22	34	10110010111000                10110010110100                
23	34	1011010010100                 1011010110100                 
24	34	101110111001000100            011011101100010001            
25	34	1100100                       1101100                       
26	34	11000                         11100                         
27	34	11100011000                   11100111000                   
28	34	1101110010001000              1101110110001000              
29	34	10011001000                   10011001100                   
30	34	10110100100                   10110110100                   
31	34	11000                         11100                         
32	34	1100100                       1101100                       
33	34	1011010010100                 1011010110100                 
1	35	110011000                     110011100                     
2	35	10100100                      10110100                      
3	35	10110100100                   10110110100                   
4	35	1010001001000                 1010011001000                 
5	35	11100011000                   11100111000                   
6	35	10110100100                   10110110100                   
7	35	1101001100100                 1100101100100                 
8	35	10110010100110100100          10110110100110100100          
9	35	1011010010010100100           1011010010110100100           
10	35	10100100                      10110100                      
11	35	1001100100011001000           1101100100011001000           
12	35	10101101010010100             10101101011010100             
13	35	10100100                      10110100                      
14	35	110001000                     110011000                     
15	35	1110010011010011001000        1110010011010011011000        
16	35	11100011000                   11100111000                   
17	35	10110100100                   10110110100                   
18	35	10100100                      10110100                      
19	35	110011000                     110011100                     
20	35	1101001100100                 1100101100100                 
21	35	10100100                      10110100                      
22	35	1011010010010100100           1011010010110100100           
23	35	110001000                     110011000                     
24	35	1001011001101001000           1001011101101001000           
25	35	10110100100                   10110110100                   
26	35	10100100                      10110100                      
27	35	11100011000                   11100111000                   
28	35	10110100100                   10110110100                   
29	35	10100100                      10110100                      
30	35	1010001001000                 1010011001000                 
31	35	10110100100101101000          10110100100101100100          
32	35	110001000                     110011000                     
33	35	1101001100100                 1100101100100                 
34	35	10100100                      10110100                      
1	36	1110001110001000              1110001110011000              
2	36	10110100100                   10110110100                   
3	36	1100100                       1101100                       
4	36	11000                         11100                         
5	36	10110100100                   10110110100                   
6	36	1011010010100                 1011010110100                 
7	36	10111010001001000             10111010001101000             
8	36	10110100100                   10110110100                   
9	36	11000                         11100                         
10	36	1100100                       1101100                       
11	36	1011010010100                 1011010110100                 
12	36	10110110100100                10110100110100                
13	36	10110100100                   10110110100                   
14	36	11000                         11100                         
15	36	10011001000                   10011001100                   
16	36	10110100100                   10110110100                   
17	36	1100100                       1101100                       
19	36	11000                         11100                         
20	36	10101101010010100             10101101011010100             
21	36	10110100100                   10110110100                   
22	36	10101101010010100             10101101011010100             
23	36	10110110100100                10110100110100                
24	36	1100100                       1101100                       
25	36	10101101010010100             10101101011010100             
26	36	10011001000                   10011001100                   
27	36	10110100100                   10110110100                   
28	36	11000110011000110001000       11001110011000110001000       
29	36	11000                         11100                         
30	36	10110100100                   10110110100                   
31	36	1100100                       1101100                       
32	36	10110100100                   10110110100                   
33	36	1110001110001000              1110001110011000              
34	36	11000                         11100                         
35	36	10110100100                   10110110100                   
1	37	11100011000                   11100111000                   
2	37	10101101010010100             10101101011010100             
3	37	10100                         10110                         
4	37	110001000                     110011000                     
5	37	1011010010100                 1011010110100                 
6	37	11100011000                   11100111000                   
7	37	10011001000                   10011001100                   
8	37	10100                         10110                         
9	37	110011000100110001000         110010001100110001000         
10	37	10011001000                   10011001100                   
11	37	10100100                      10110100                      
12	37	11100011000                   11100111000                   
13	37	10100                         10110                         
14	37	10100100                      10110100                      
15	37	1011010010100                 1011010110100                 
16	37	110110001001000               110110011001000               
17	37	11100011000                   11100111000                   
18	37	10100                         10110                         
19	37	10100100                      10110100                      
20	37	11000110001000                11000110011100                
21	37	10011001000                   10011001100                   
22	37	10100100                      10110100                      
23	37	10100                         10110                         
24	37	10101101010010100             10101101011010100             
25	37	10011001000                   10011001100                   
26	37	110011000                     110011100                     
27	37	10100100                      10110100                      
28	37	10100                         10110                         
29	37	10011001000                   10011001100                   
30	37	10100100                      10110100                      
31	37	110001000                     110011000                     
32	37	10011001000                   10011001100                   
33	37	10100                         10110                         
34	37	11100011000                   11100111000                   
35	37	10100100                      10110100                      
36	37	10011001000                   10011001100                   
1	38	1100100                       1101100                       
2	38	10100                         10110                         
3	38	10110100100                   10110110100                   
4	38	1100100                       1101100                       
5	38	10100100                      10110100                      
6	38	11100011000                   11100111000                   
7	38	10100                         10110                         
8	38	1100100                       1101100                       
9	38	10110100100                   10110110100                   
10	38	10101101010010100             10101101011010100             
11	38	1100100                       1101100                       
12	38	10100                         10110                         
13	38	11100011000                   11100111000                   
14	38	10110100100                   10110110100                   
15	38	1100100                       1101100                       
16	38	11001001100010011001000       11001001110010011001000       
17	38	10100                         10110                         
18	38	1100100                       1101100                       
20	38	10110100100                   10110110100                   
21	38	10100100                      10110100                      
22	38	1100100                       1101100                       
23	38	11100011000                   11100111000                   
24	38	11100011000                   11100111000                   
25	38	1100100                       1101100                       
26	38	1110001110001000              1110001110011000              
27	38	10100                         10110                         
28	38	11100011000                   11100111000                   
29	38	1100100                       1101100                       
30	38	10100010010001000             10100110010001000             
31	38	10110100100                   10110110100                   
32	38	1100100                       1101100                       
33	38	1011101000101000              1011001001101000              
34	38	11100011000                   11100111000                   
35	38	11100011000                   11100111000                   
36	38	1100100                       1101100                       
37	38	10100                         10110                         
1	39	11000                         11100                         
2	39	10110100100                   10110110100                   
3	39	1100100                       1101100                       
4	39	11100011000                   11100111000                   
5	39	11100011000                   11100111000                   
6	39	1100100                       1101100                       
7	39	10101101010010100             10101101011010100             
8	39	10110100100                   10110110100                   
9	39	11100011000                   11100111000                   
10	39	1100100                       1101100                       
11	39	11000                         11100                         
12	39	10101101010010100             10101101011010100             
13	39	1100100                       1101100                       
14	39	10101101010010100             10101101011010100             
15	39	11100011000                   11100111000                   
16	39	11000                         11100                         
17	39	1100100                       1101100                       
18	39	1110011001100011000           1110011001110011000           
19	39	10110100100                   10110110100                   
20	39	1100100                       1101100                       
21	39	11000                         11100                         
22	39	100110010001001000            100110010011001000            
23	39	110011000                     110011100                     
24	39	1100100                       1101100                       
25	39	1010010001001000              1001010001001000              
26	39	11000                         11100                         
27	39	1100100                       1101100                       
28	39	101011010010100100            101001011010100100            
29	39	10101101010010100             10101101011010100             
30	39	10110100100                   10110110100                   
31	39	1100100                       1101100                       
32	39	11100011000                   11100111000                   
33	39	10101101010010100             10101101011010100             
34	39	1100100                       1101100                       
35	39	10110100100                   10110110100                   
36	39	11000                         11100                         
37	39	11100011000                   11100111000                   
38	39	1100100                       1101100                       
1	40	110001000                     110011000                     
2	40	10110100110100100             10110010110100100             
3	40	1011010010010100100           1011010010110100100           
4	40	10011001000                   10011001100                   
5	40	11100011000                   11100111000                   
6	40	110011000                     110011100                     
7	40	11011001001100100             11011001101100100             
8	40	10011001000                   10011001100                   
9	40	10110011010011001001000       10110011010011001011000       
10	40	11100011000                   11100111000                   
11	40	11011001001100100             11011001101100100             
12	40	10011001000                   10011001100                   
13	40	101001011010010100100         101001011010010110100         
14	40	110001000                     110011000                     
15	40	10011001000                   10011001100                   
16	40	11100011000                   11100111000                   
17	40	101110110010001000            101110111010001000            
18	40	1011010010100                 1011010110100                 
19	40	110001000                     110011000                     
21	40	11100011000                   11100111000                   
22	40	1011010010010100100           1011010010110100100           
23	40	110001000                     110011000                     
24	40	110011000                     110011100                     
25	40	100110010001001000            100110010011001000            
26	40	10011001000                   10011001100                   
27	40	11100011000                   11100111000                   
28	40	110001000                     110011000                     
29	40	10100110100111000101000       10100110100110100101000       
30	40	10011001000                   10011001100                   
31	40	1011010010100                 1011010110100                 
32	40	11100011000                   11100111000                   
33	40	110011000                     110011100                     
34	40	10011001000                   10011001100                   
35	40	10100110100111000101000       10100110100110100101000       
36	40	10110110100100                10110100110100                
37	40	110001000                     110011000                     
38	40	11100011000                   11100111000                   
39	40	100110010001001000            100110010011001000            
1	41	10110100100                   10110110100                   
2	41	10111010001001000             10111010001101000             
3	41	10110100100                   10110110100                   
4	41	1100100                       1101100                       
5	41	10101101010010100             10101101011010100             
6	41	10110100100                   10110110100                   
7	41	10011001000                   10011001100                   
8	41	110001000                     110011000                     
9	41	11000                         11100                         
10	41	10101101010010100             10101101011010100             
11	41	1100100                       1101100                       
12	41	10110100100                   10110110100                   
13	41	110001000                     110011000                     
14	41	11000                         11100                         
15	41	10101101010010100             10101101011010100             
16	41	1011010010100                 1011010110100                 
17	41	110001000                     110011000                     
18	41	1100100                       1101100                       
19	41	11000                         11100                         
20	41	10110100100                   10110110100                   
21	41	110011000                     110011100                     
22	41	110001000                     110011000                     
23	41	10110100100                   10110110100                   
24	41	11000                         11100                         
25	41	1100100                       1101100                       
26	41	110001000                     110011000                     
27	41	10101101010010100             10101101011010100             
28	41	10110100100                   10110110100                   
29	41	11000                         11100                         
30	41	10101101010010100             10101101011010100             
31	41	110001000                     110011000                     
32	41	1100100                       1101100                       
33	41	11011001001100100             11011001101100100             
34	41	11000                         11100                         
35	41	110001000                     110011000                     
36	41	10110100100                   10110110100                   
37	41	10101101010010100             10101101011010100             
38	41	1110001110001000              1110001110011000              
39	41	1100100                       1101100                       
40	41	110001000                     110011000                     
1	42	1110001110001000              1110001110011000              
2	42	10101101010010100             10101101011010100             
3	42	10100                         10110                         
4	42	110011000                     110011100                     
5	42	10110100100                   10110110100                   
6	42	11100011000                   11100111000                   
7	42	10101101010010100             10101101011010100             
8	42	10100                         10110                         
9	42	10110010100110100100          10110110100110100100          
10	42	1011010010100                 1011010110100                 
11	42	10100100                      10110100                      
12	42	10101101010010100             10101101011010100             
13	42	10100                         10110                         
14	42	11000100111001000             11001100111001000             
15	42	1011010010100                 1011010110100                 
16	42	10110100100                   10110110100                   
17	42	11100011000                   11100111000                   
18	42	10100                         10110                         
19	42	10100100                      10110100                      
20	42	1011010010100                 1011010110100                 
22	42	110011000                     110011100                     
23	42	10100                         10110                         
24	42	10101101010010100             10101101011010100             
25	42	1110011001100011000           1110011001110011000           
26	42	11001100011001000             11101100011001000             
27	42	10100100                      10110100                      
28	42	10100                         10110                         
29	42	10110010100110100100          10110110100110100100          
30	42	10110100100                   10110110100                   
31	42	110011000                     110011100                     
32	42	11000110011000110001000       11000110011000110011100       
33	42	10100                         10110                         
34	42	1110011000110001000           1100011001110001000           
35	42	10100100                      10110100                      
36	42	10101101010010100             10101101011010100             
37	42	11011001001100100             11011001101100100             
38	42	10100                         10110                         
39	42	11100011000                   11100111000                   
40	42	110011000                     110011100                     
41	42	10110100100                   10110110100                   
1	43	11100011000                   11100111000                   
